State,Area,Crop_Year,Season
Assam,73814,1997,Whole Year 
Assam,6637,1997,Kharif     
Assam,796,1997,Kharif     
Assam,19656,1997,Whole Year 
Assam,1739,1997,Kharif     
Assam,13587,1997,Whole Year 
Assam,2979,1997,Rabi       
Assam,94520,1997,Kharif     
Assam,10098,1997,Rabi       
Assam,19216,1997,Kharif     
Assam,5915,1997,Kharif     
Assam,9914,1997,Whole Year 
Assam,7832,1997,Whole Year 
Assam,108297,1997,Rabi       
Assam,75259,1997,Whole Year 
Assam,279292,1997,Rabi       
Assam,607358,1997,Autumn     
Assam,174974,1997,Summer     
Assam,1743321,1997,Winter     
Assam,15765,1997,Whole Year 
Assam,10490,1997,Kharif     
Assam,31318,1997,Kharif     
Assam,9380,1997,Whole Year 
Assam,2465,1997,Whole Year 
Assam,433,1997,Whole Year 
Assam,10071,1997,Whole Year 
Assam,84698,1997,Rabi       
Karnataka,93100,1997,Whole Year 
Karnataka,421810,1997,Kharif     
Karnataka,301149,1997,Kharif     
Karnataka,820,1997,Summer     
Karnataka,3825,1997,Kharif     
Karnataka,21230,1997,Whole Year 
Karnataka,17317,1997,Whole Year 
Karnataka,186579,1997,Kharif     
Karnataka,4565,1997,Rabi       
Karnataka,5061,1997,Whole Year 
Karnataka,3619,1997,Kharif     
Karnataka,847666,1997,Kharif     
Karnataka,192416,1997,Rabi       
Karnataka,178872,1997,Kharif     
Karnataka,163173,1997,Rabi       
Karnataka,389690,1997,Kharif     
Karnataka,1501172,1997,Rabi       
Karnataka,6137,1997,Summer     
Karnataka,502797,1997,Kharif     
Karnataka,48844,1997,Rabi       
Karnataka,9730,1997,Summer     
Karnataka,897921,1997,Kharif     
Karnataka,27104,1997,Rabi       
Karnataka,13521,1997,Summer     
Karnataka,1031530,1997,Kharif     
Karnataka,53889,1997,Rabi       
Karnataka,268044,1997,Summer     
Karnataka,308857,1997,Whole Year 
Karnataka,4342,1997,Whole Year 
Karnataka,250698,1997,Rabi       
Kerala,76145,1997,Whole Year 
Kerala,173855,1997,Whole Year 
Kerala,96073,1997,Whole Year 
Kerala,884344,1997,Whole Year 
Kerala,132875,1997,Whole Year 
Meghalaya,9569,1997,Whole Year 
Meghalaya,865,1997,Kharif     
Meghalaya,5239,1997,Whole Year 
Meghalaya,30,1997,Rabi       
Meghalaya,7544,1997,Kharif     
Meghalaya,1766,1997,Whole Year 
Meghalaya,7357,1997,Kharif     
Meghalaya,443,1997,Rabi       
Meghalaya,4243,1997,Kharif     
Meghalaya,50,1997,Kharif     
Meghalaya,17175,1997,Kharif     
Meghalaya,4688,1997,Kharif     
Meghalaya,861,1997,Whole Year 
Meghalaya,1909,1997,Rabi       
Meghalaya,20764,1997,Whole Year 
Meghalaya,6914,1997,Rabi       
Meghalaya,105170,1997,Kharif     
Meghalaya,1326,1997,Kharif     
Meghalaya,2804,1997,Kharif     
Meghalaya,898,1997,Kharif     
Meghalaya,82,1997,Whole Year 
Meghalaya,5212,1997,Whole Year 
Meghalaya,3959,1997,Whole Year 
Meghalaya,742,1997,Rabi       
Meghalaya,1401,1997,Whole Year 
Meghalaya,4287,1997,Rabi       
West Bengal,8058,1997,Whole Year 
West Bengal,3630,1997,Whole Year 
West Bengal,207,1997,Kharif     
West Bengal,6116,1997,Whole Year 
West Bengal,2674,1997,Whole Year 
West Bengal,660,1997,Whole Year 
West Bengal,24273,1997,Whole Year 
West Bengal,26000,1997,Kharif     
West Bengal,64034,1997,Whole Year 
West Bengal,25485,1997,Rabi       
West Bengal,29615,1997,Whole Year 
West Bengal,5645,1997,Kharif     
West Bengal,948,1997,Whole Year 
West Bengal,641574,1997,Kharif     
West Bengal,25261,1997,Rabi       
West Bengal,16486,1997,Whole Year 
West Bengal,35469,1997,Whole Year 
West Bengal,51202,1997,Rabi       
West Bengal,9689,1997,Kharif     
West Bengal,1490,1997,Kharif     
West Bengal,3269,1997,Rabi       
West Bengal,9959,1997,Summer     
West Bengal,50808100,1997,Rabi       
West Bengal,6512,1997,Whole Year 
West Bengal,1279,1997,Kharif     
West Bengal,284015,1997,Whole Year 
West Bengal,12607,1997,Autumn     
West Bengal,327123,1997,Whole Year 
West Bengal,423121,1997,Autumn     
West Bengal,1206829,1997,Summer     
West Bengal,4270328,1997,Winter     
West Bengal,10800,1997,Whole Year 
West Bengal,2015,1997,Whole Year 
West Bengal,127913,1997,Whole Year 
West Bengal,5046,1997,Whole Year 
West Bengal,1555,1997,Kharif     
West Bengal,25797,1997,Whole Year 
West Bengal,278,1997,Whole Year 
West Bengal,12481,1997,Whole Year 
West Bengal,69271,1997,Kharif     
West Bengal,16694,1997,Rabi       
West Bengal,367374,1997,Rabi       
Puducherry,66,1998,Kharif     
Puducherry,149,1998,Kharif     
Puducherry,12,1998,Kharif     
Puducherry,2,1998,Kharif     
Puducherry,453,1998,Summer     
Puducherry,8,1998,Kharif     
Puducherry,1046,1998,Rabi       
Puducherry,26,1998,Kharif     
Puducherry,112,1998,Kharif     
Puducherry,4945,1998,Kharif     
Puducherry,13961,1998,Rabi       
Puducherry,5716,1998,Summer     
Puducherry,147,1998,Kharif     
Puducherry,4,1998,Kharif     
Puducherry,2710,1998,Kharif     
Puducherry,649,1998,Kharif     
Assam,74457,1998,Whole Year 
Assam,7657,1998,Kharif     
Assam,41885,1998,Whole Year 
Assam,1728,1998,Kharif     
Assam,20166,1998,Whole Year 
Assam,1652,1998,Kharif     
Assam,14724,1998,Whole Year 
Assam,3002,1998,Rabi       
Assam,78702,1998,Kharif     
Assam,10222,1998,Rabi       
Assam,19810,1998,Kharif     
Assam,5260,1998,Kharif     
Assam,8753,1998,Kharif     
Assam,8083,1998,Whole Year 
Assam,116141,1998,Rabi       
Assam,76958,1998,Whole Year 
Assam,288829,1998,Rabi       
Assam,594979,1998,Autumn     
Assam,223913,1998,Summer     
Assam,1635230,1998,Winter     
Assam,15940,1998,Kharif     
Assam,10547,1998,Kharif     
Assam,30571,1998,Whole Year 
Assam,9433,1998,Whole Year 
Assam,2798,1998,Whole Year 
Assam,1465,1998,Whole Year 
Assam,10729,1998,Whole Year 
Assam,89591,1998,Rabi       
Goa,1500,1998,Whole Year 
Goa,1900,1998,Whole Year 
Goa,250,1998,Whole Year 
Goa,52875,1998,Whole Year 
Goa,24858,1998,Whole Year 
Goa,350,1998,Kharif     
Goa,1048,1998,Rabi       
Goa,8671,1998,Rabi       
Goa,1200,1998,Kharif     
Goa,2500,1998,Kharif     
Goa,41000,1998,Kharif     
Goa,15439,1998,Rabi       
Goa,1320,1998,Whole Year 
Karnataka,98047,1998,Whole Year 
Karnataka,475396,1998,Kharif     
Karnataka,415816,1998,Kharif     
Karnataka,451,1998,Rabi       
Karnataka,846,1998,Summer     
Karnataka,4387,1998,Whole Year 
Karnataka,20218,1998,Whole Year 
Karnataka,27246,1998,Kharif     
Karnataka,310399,1998,Whole Year 
Karnataka,17935,1998,Whole Year 
Karnataka,636495,1998,Kharif     
Karnataka,170319,1998,Whole Year 
Karnataka,3574,1998,Whole Year 
Karnataka,3896,1998,Kharif     
Karnataka,355326,1998,Rabi       
Karnataka,1012577,1998,Kharif     
Karnataka,217445,1998,Rabi       
Karnataka,189486,1998,Kharif     
Karnataka,134779,1998,Rabi       
Karnataka,420808,1998,Kharif     
Karnataka,1420162,1998,Rabi       
Karnataka,8897,1998,Summer     
Karnataka,19806,1998,Rabi       
Karnataka,450472,1998,Kharif     
Karnataka,49922,1998,Rabi       
Karnataka,11974,1998,Summer     
Karnataka,311720,1998,Kharif     
Karnataka,15627,1998,Rabi       
Karnataka,41853,1998,Kharif     
Karnataka,79921,1998,Kharif     
Karnataka,8882,1998,Rabi       
Karnataka,4797,1998,Summer     
Karnataka,1730,1998,Kharif     
Karnataka,494,1998,Rabi       
Karnataka,1583,1998,Summer     
Karnataka,28755,1998,Kharif     
Karnataka,4173,1998,Rabi       
Karnataka,1137,1998,Summer     
Karnataka,268,1998,Whole Year 
Karnataka,986173,1998,Kharif     
Karnataka,33833,1998,Rabi       
Karnataka,10673,1998,Summer     
Karnataka,6673,1998,Kharif     
Karnataka,1079193,1998,Kharif     
Karnataka,51782,1998,Rabi       
Karnataka,295830,1998,Summer     
Karnataka,97487,1998,Rabi       
Karnataka,115250,1998,Kharif     
Karnataka,65309,1998,Kharif     
Karnataka,430676,1998,Kharif     
Karnataka,359514,1998,Rabi       
Karnataka,43156,1998,Summer     
Karnataka,5007,1998,Whole Year 
Karnataka,268981,1998,Rabi       
Kerala,73639,1998,Whole Year 
Kerala,30521,1998,Whole Year 
Kerala,182384,1998,Whole Year 
Kerala,41449,1998,Whole Year 
Kerala,91268,1998,Whole Year 
Kerala,882288,1998,Whole Year 
Kerala,10999,1998,Kharif     
Kerala,297,1998,Whole Year 
Kerala,742,1998,Whole Year 
Kerala,11107,1998,Whole Year 
Kerala,7021,1998,Kharif     
Kerala,2177,1998,Kharif     
Kerala,1157,1998,Kharif     
Kerala,120217,1998,Autumn     
Kerala,57700,1998,Summer     
Kerala,174714,1998,Winter     
Kerala,3303,1998,Kharif     
Kerala,6160,1998,Whole Year 
Kerala,1099,1998,Whole Year 
Kerala,112774,1998,Whole Year 
Kerala,41,1998,Whole Year 
Kerala,3706,1998,Whole Year 
Meghalaya,9585,1998,Whole Year 
Meghalaya,861,1998,Kharif     
Meghalaya,5194,1998,Whole Year 
Meghalaya,7549,1998,Kharif     
Meghalaya,1764,1998,Whole Year 
Meghalaya,7403,1998,Kharif     
Meghalaya,463,1998,Rabi       
Meghalaya,4241,1998,Kharif     
Meghalaya,51,1998,Kharif     
Meghalaya,17219,1998,Kharif     
Meghalaya,4681,1998,Kharif     
Meghalaya,871,1998,Whole Year 
Meghalaya,1938,1998,Rabi       
Meghalaya,20753,1998,Whole Year 
Meghalaya,6916,1998,Rabi       
Meghalaya,105402,1998,Kharif     
Meghalaya,1322,1998,Kharif     
Meghalaya,2823,1998,Kharif     
Meghalaya,899,1998,Kharif     
Meghalaya,83,1998,Whole Year 
Meghalaya,5181,1998,Whole Year 
Meghalaya,3963,1998,Whole Year 
Meghalaya,742,1998,Whole Year 
Meghalaya,1375,1998,Whole Year 
Meghalaya,4287,1998,Rabi       
West Bengal,8239,1998,Whole Year 
West Bengal,2606,1998,Kharif     
West Bengal,175,1998,Kharif     
West Bengal,5938,1998,Rabi       
West Bengal,2875,1998,Whole Year 
West Bengal,54,1998,Rabi       
West Bengal,24616,1998,Whole Year 
West Bengal,200,1998,Kharif     
West Bengal,64354,1998,Whole Year 
West Bengal,9398,1998,Kharif     
West Bengal,23286,1998,Rabi       
West Bengal,30157,1998,Whole Year 
West Bengal,4958,1998,Rabi       
West Bengal,886,1998,Kharif     
West Bengal,612066,1998,Kharif     
West Bengal,23300,1998,Rabi       
West Bengal,10323,1998,Rabi       
West Bengal,38519,1998,Kharif     
West Bengal,51919,1998,Rabi       
West Bengal,9911,1998,Kharif     
West Bengal,822,1998,Kharif     
West Bengal,2729,1998,Rabi       
West Bengal,9320,1998,Summer     
West Bengal,7587,1998,Kharif     
West Bengal,768,1998,Kharif     
West Bengal,9230,1998,Rabi       
West Bengal,318199,1998,Whole Year 
West Bengal,12895,1998,Kharif     
West Bengal,344358,1998,Rabi       
West Bengal,425002,1998,Autumn     
West Bengal,1450473,1998,Summer     
West Bengal,4028620,1998,Winter     
West Bengal,48,1998,Rabi       
West Bengal,1800,1998,Whole Year 
West Bengal,100425,1998,Whole Year 
West Bengal,3742,1998,Kharif     
West Bengal,1235,1998,Rabi       
West Bengal,800,1998,Kharif     
West Bengal,26949,1998,Whole Year 
West Bengal,149,1998,Kharif     
West Bengal,12763,1998,Whole Year 
West Bengal,58878,1998,Kharif     
West Bengal,15112,1998,Rabi       
West Bengal,367472,1998,Rabi       
Assam,73464,1999,Whole Year 
Assam,7266,1999,Kharif     
Assam,41922,1999,Whole Year 
Assam,1726,1999,Kharif     
Assam,20238,1999,Whole Year 
Assam,1637,1999,Kharif     
Assam,14418,1999,Whole Year 
Assam,2336,1999,Rabi       
Assam,73545,1999,Kharif     
Assam,10248,1999,Rabi       
Assam,19708,1999,Kharif     
Assam,5177,1999,Kharif     
Assam,8904,1999,Kharif     
Assam,7365,1999,Whole Year 
Assam,106576,1999,Rabi       
Assam,76748,1999,Whole Year 
Assam,286241,1999,Rabi       
Assam,557220,1999,Autumn     
Assam,294654,1999,Summer     
Assam,1793994,1999,Winter     
Assam,15143,1999,Kharif     
Assam,10681,1999,Kharif     
Assam,29107,1999,Whole Year 
Assam,8955,1999,Whole Year 
Assam,2836,1999,Whole Year 
Assam,1373,1999,Whole Year 
Assam,10980,1999,Whole Year 
Assam,76310,1999,Rabi       
Goa,1550,1999,Whole Year 
Goa,1950,1999,Whole Year 
Goa,275,1999,Whole Year 
Goa,53292,1999,Whole Year 
Goa,24975,1999,Whole Year 
Goa,350,1999,Kharif     
Goa,1004,1999,Rabi       
Goa,9227,1999,Rabi       
Goa,1000,1999,Kharif     
Goa,1000,1999,Kharif     
Goa,40500,1999,Kharif     
Goa,16213,1999,Rabi       
Goa,1335,1999,Whole Year 
Kerala,81941,1999,Whole Year 
Kerala,39046,1999,Whole Year 
Kerala,198406,1999,Whole Year 
Kerala,41491,1999,Whole Year 
Kerala,89403,1999,Whole Year 
Kerala,925035,1999,Whole Year 
Kerala,4772,1999,Kharif     
Kerala,312,1999,Whole Year 
Kerala,849,1999,Whole Year 
Kerala,11264,1999,Whole Year 
Kerala,6921,1999,Kharif     
Kerala,2529,1999,Kharif     
Kerala,870,1999,Kharif     
Kerala,121525,1999,Autumn     
Kerala,58021,1999,Summer     
Kerala,170228,1999,Winter     
Kerala,2612,1999,Kharif     
Kerala,5780,1999,Whole Year 
Kerala,989,1999,Whole Year 
Kerala,111922,1999,Whole Year 
Kerala,44,1999,Whole Year 
Kerala,3971,1999,Whole Year 
Meghalaya,9645,1999,Whole Year 
Meghalaya,871,1999,Kharif     
Meghalaya,5319,1999,Whole Year 
Meghalaya,27,1999,Kharif     
Meghalaya,7455,1999,Kharif     
Meghalaya,1790,1999,Whole Year 
Meghalaya,7606,1999,Kharif     
Meghalaya,460,1999,Rabi       
Meghalaya,4235,1999,Kharif     
Meghalaya,16637,1999,Kharif     
Meghalaya,4457,1999,Kharif     
Meghalaya,18339,1999,Whole Year 
Meghalaya,7042,1999,Rabi       
Meghalaya,102482,1999,Kharif     
Meghalaya,3929,1999,Rabi       
Meghalaya,1304,1999,Kharif     
Meghalaya,1038,1999,Kharif     
Meghalaya,80,1999,Whole Year 
Meghalaya,5220,1999,Whole Year 
Meghalaya,4022,1999,Whole Year 
Meghalaya,719,1999,Whole Year 
Meghalaya,1458,1999,Whole Year 
Puducherry,65,1999,Whole Year 
Puducherry,170,1999,Kharif     
Puducherry,282,1999,Whole Year 
Puducherry,12,1999,Whole Year 
Puducherry,210,1999,Whole Year 
Puducherry,2214,1999,Whole Year 
Puducherry,3,1999,Whole Year 
Puducherry,357,1999,Kharif     
Puducherry,11,1999,Whole Year 
Puducherry,133,1999,Kharif     
Puducherry,898,1999,Kharif     
Puducherry,3,1999,Kharif     
Puducherry,2453,1999,Rabi       
Puducherry,14,1999,Whole Year 
Puducherry,63,1999,Rabi       
Puducherry,124,1999,Kharif     
Puducherry,64,1999,Rabi       
Puducherry,25444,1999,Kharif     
Puducherry,2798,1999,Whole Year 
Puducherry,365,1999,Whole Year 
Puducherry,3159,1999,Rabi       
West Bengal,7677,1999,Whole Year 
West Bengal,3077,1999,Kharif     
West Bengal,146,1999,Kharif     
West Bengal,5077,1999,Rabi       
West Bengal,2875,1999,Whole Year 
West Bengal,35,1999,Kharif     
West Bengal,24216,1999,Whole Year 
West Bengal,750,1999,Kharif     
West Bengal,16849,1999,Autumn     
West Bengal,46293,1999,Rabi       
West Bengal,9165,1999,Kharif     
West Bengal,26618,1999,Rabi       
West Bengal,4804,1999,Kharif     
West Bengal,6098,1999,Rabi       
West Bengal,23233,1999,Summer     
West Bengal,4326,1999,Rabi       
West Bengal,1156,1999,Kharif     
West Bengal,613923,1999,Kharif     
West Bengal,23091,1999,Rabi       
West Bengal,9855,1999,Rabi       
West Bengal,35129,1999,Kharif     
West Bengal,58760,1999,Rabi       
West Bengal,8864,1999,Kharif     
West Bengal,578,1999,Kharif     
West Bengal,2375,1999,Rabi       
West Bengal,7947,1999,Summer     
West Bengal,6733,1999,Kharif     
West Bengal,783,1999,Kharif     
West Bengal,7041,1999,Rabi       
West Bengal,2478,1999,Summer     
West Bengal,313373,1999,Winter     
West Bengal,12489,1999,Kharif     
West Bengal,345961,1999,Rabi       
West Bengal,427155,1999,Autumn     
West Bengal,1474338,1999,Summer     
West Bengal,4248946,1999,Winter     
West Bengal,60,1999,Rabi       
West Bengal,1448,1999,Autumn     
West Bengal,107,1999,Rabi       
West Bengal,891,1999,Autumn     
West Bengal,102044,1999,Summer     
West Bengal,2510,1999,Winter     
West Bengal,3702,1999,Kharif     
West Bengal,1505,1999,Rabi       
West Bengal,730,1999,Kharif     
West Bengal,22883,1999,Whole Year 
West Bengal,150,1999,Kharif     
West Bengal,11442,1999,Whole Year 
West Bengal,13283,1999,Whole Year 
West Bengal,60254,1999,Kharif     
West Bengal,18527,1999,Rabi       
West Bengal,364155,1999,Rabi       
Andhra Pradesh,262,2000,Whole Year 
Andhra Pradesh,507366,2000,Kharif     
Andhra Pradesh,6098,2000,Rabi       
Andhra Pradesh,129475,2000,Kharif     
Andhra Pradesh,14229,2000,Rabi       
Andhra Pradesh,49051,2000,Whole Year 
Andhra Pradesh,145315,2000,Whole Year 
Andhra Pradesh,398561,2000,Kharif     
Andhra Pradesh,102646,2000,Whole Year 
Andhra Pradesh,58441,2000,Whole Year 
Andhra Pradesh,1021721,2000,Kharif     
Andhra Pradesh,183741,2000,Kharif     
Andhra Pradesh,54262,2000,Rabi       
Andhra Pradesh,2329,2000,Whole Year 
Andhra Pradesh,100,2000,Kharif     
Andhra Pradesh,200763,2000,Rabi       
Andhra Pradesh,1601349,2000,Kharif     
Andhra Pradesh,272468,2000,Rabi       
Andhra Pradesh,13824,2000,Kharif     
Andhra Pradesh,64789,2000,Rabi       
Andhra Pradesh,332435,2000,Kharif     
Andhra Pradesh,344493,2000,Rabi       
Andhra Pradesh,5486,2000,Rabi       
Andhra Pradesh,430544,2000,Kharif     
Andhra Pradesh,97123,2000,Rabi       
Andhra Pradesh,77823,2000,Kharif     
Andhra Pradesh,392017,2000,Kharif     
Andhra Pradesh,128365,2000,Rabi       
Andhra Pradesh,18452,2000,Kharif     
Andhra Pradesh,17058,2000,Kharif     
Andhra Pradesh,13248,2000,Rabi       
Andhra Pradesh,14200,2000,Rabi       
Andhra Pradesh,19850,2000,Kharif     
Andhra Pradesh,2489,2000,Whole Year 
Andhra Pradesh,83492,2000,Kharif     
Andhra Pradesh,15760,2000,Rabi       
Andhra Pradesh,4482,2000,Rabi       
Andhra Pradesh,3003673,2000,Kharif     
Andhra Pradesh,1239053,2000,Rabi       
Andhra Pradesh,16198,2000,Rabi       
Andhra Pradesh,143737,2000,Kharif     
Andhra Pradesh,39066,2000,Rabi       
Andhra Pradesh,64766,2000,Kharif     
Andhra Pradesh,1961,2000,Rabi       
Andhra Pradesh,237150,2000,Whole Year 
Andhra Pradesh,197261,2000,Kharif     
Andhra Pradesh,1938,2000,Whole Year 
Andhra Pradesh,21506,2000,Whole Year 
Andhra Pradesh,126144,2000,Whole Year 
Andhra Pradesh,99423,2000,Kharif     
Andhra Pradesh,455864,2000,Rabi       
Andhra Pradesh,14261,2000,Rabi       
Assam,73237,2000,Whole Year 
Assam,7280,2000,Kharif     
Assam,42534,2000,Whole Year 
Assam,1662,2000,Kharif     
Assam,20913,2000,Whole Year 
Assam,1673,2000,Kharif     
Assam,14688,2000,Whole Year 
Assam,2661,2000,Rabi       
Assam,69513,2000,Kharif     
Assam,10206,2000,Rabi       
Assam,20241,2000,Kharif     
Assam,5049,2000,Kharif     
Assam,9044,2000,Kharif     
Assam,7359,2000,Whole Year 
Assam,101474,2000,Rabi       
Assam,80504,2000,Whole Year 
Assam,274459,2000,Rabi       
Assam,539665,2000,Autumn     
Assam,329255,2000,Summer     
Assam,1777257,2000,Winter     
Assam,14960,2000,Kharif     
Assam,10591,2000,Kharif     
Assam,26768,2000,Whole Year 
Assam,8757,2000,Whole Year 
Assam,2859,2000,Whole Year 
Assam,1278,2000,Whole Year 
Assam,11626,2000,Whole Year 
Assam,70301,2000,Rabi       
Goa,1600,2000,Whole Year 
Goa,2000,2000,Whole Year 
Goa,480,2000,Whole Year 
Goa,53767,2000,Whole Year 
Goa,25025,2000,Whole Year 
Goa,360,2000,Kharif     
Goa,1421,2000,Rabi       
Goa,10121,2000,Rabi       
Goa,650,2000,Kharif     
Goa,500,2000,Kharif     
Goa,41000,2000,Kharif     
Goa,16207,2000,Rabi       
Goa,1250,2000,Whole Year 
Karnataka,119093,2000,Whole Year 
Karnataka,582763,2000,Kharif     
Karnataka,461048,2000,Kharif     
Karnataka,160,2000,Rabi       
Karnataka,913,2000,Summer     
Karnataka,35335,2000,Whole Year 
Karnataka,7249,2000,Whole Year 
Karnataka,19881,2000,Whole Year 
Karnataka,30366,2000,Kharif     
Karnataka,335996,2000,Whole Year 
Karnataka,9829,2000,Whole Year 
Karnataka,551763,2000,Kharif     
Karnataka,172918,2000,Whole Year 
Karnataka,5949,2000,Whole Year 
Karnataka,10758,2000,Kharif     
Karnataka,369473,2000,Rabi       
Karnataka,883611,2000,Kharif     
Karnataka,179804,2000,Rabi       
Karnataka,161959,2000,Kharif     
Karnataka,133213,2000,Rabi       
Karnataka,402962,2000,Kharif     
Karnataka,1373422,2000,Rabi       
Karnataka,5878,2000,Summer     
Karnataka,17365,2000,Rabi       
Karnataka,599893,2000,Kharif     
Karnataka,57797,2000,Rabi       
Karnataka,11165,2000,Summer     
Karnataka,4288,2000,Kharif     
Karnataka,435355,2000,Kharif     
Karnataka,15474,2000,Rabi       
Karnataka,43842,2000,Kharif     
Karnataka,120358,2000,Whole Year 
Karnataka,33468,2000,Rabi       
Karnataka,169312,2000,Kharif     
Karnataka,38298,2000,Whole Year 
Karnataka,983456,2000,Kharif     
Karnataka,28464,2000,Rabi       
Karnataka,10781,2000,Summer     
Karnataka,7637,2000,Rabi       
Karnataka,1120549,2000,Kharif     
Karnataka,52005,2000,Rabi       
Karnataka,310892,2000,Summer     
Karnataka,93546,2000,Rabi       
Karnataka,1424,2000,Whole Year 
Karnataka,97589,2000,Kharif     
Karnataka,71447,2000,Kharif     
Karnataka,62553,2000,Kharif     
Karnataka,417141,2000,Whole Year 
Karnataka,188140,2000,Kharif     
Karnataka,261152,2000,Rabi       
Karnataka,28499,2000,Summer     
Karnataka,3501,2000,Whole Year 
Karnataka,1030,2000,Whole Year 
Karnataka,70504,2000,Whole Year 
Karnataka,9251,2000,Whole Year 
Karnataka,133729,2000,Kharif     
Karnataka,11924,2000,Rabi       
Karnataka,266310,2000,Rabi       
Kerala,87360,2000,Whole Year 
Kerala,45059,2000,Whole Year 
Kerala,202133,2000,Whole Year 
Kerala,41288,2000,Whole Year 
Kerala,92122,2000,Whole Year 
Kerala,925783,2000,Whole Year 
Kerala,3847,2000,Kharif     
Kerala,538,2000,Whole Year 
Kerala,11612,2000,Whole Year 
Kerala,3677,2000,Kharif     
Kerala,463,2000,Kharif     
Kerala,1955,2000,Kharif     
Kerala,129752,2000,Autumn     
Kerala,55258,2000,Summer     
Kerala,162445,2000,Winter     
Kerala,2002,2000,Kharif     
Kerala,3367,2000,Whole Year 
Kerala,816,2000,Whole Year 
Kerala,114609,2000,Whole Year 
Kerala,213,2000,Whole Year 
Kerala,4127,2000,Whole Year 
Meghalaya,11184,2000,Whole Year 
Meghalaya,863,2000,Kharif     
Meghalaya,5377,2000,Whole Year 
Meghalaya,23,2000,Kharif     
Meghalaya,7340,2000,Kharif     
Meghalaya,1810,2000,Whole Year 
Meghalaya,7811,2000,Kharif     
Meghalaya,463,2000,Rabi       
Meghalaya,4220,2000,Kharif     
Meghalaya,54,2000,Rabi       
Meghalaya,16906,2000,Kharif     
Meghalaya,4635,2000,Kharif     
Meghalaya,2048,2000,Rabi       
Meghalaya,18318,2000,Whole Year 
Meghalaya,7126,2000,Rabi       
Meghalaya,102657,2000,Kharif     
Meghalaya,4003,2000,Rabi       
Meghalaya,1317,2000,Kharif     
Meghalaya,2800,2000,Kharif     
Meghalaya,983,2000,Kharif     
Meghalaya,86,2000,Whole Year 
Meghalaya,5143,2000,Whole Year 
Meghalaya,4110,2000,Whole Year 
Meghalaya,700,2000,Whole Year 
Meghalaya,1523,2000,Whole Year 
Meghalaya,4215,2000,Rabi       
Puducherry,65,2000,Whole Year 
Puducherry,186,2000,Kharif     
Puducherry,239,2000,Whole Year 
Puducherry,12,2000,Whole Year 
Puducherry,202,2000,Whole Year 
Puducherry,2233,2000,Whole Year 
Puducherry,1,2000,Whole Year 
Puducherry,452,2000,Kharif     
Puducherry,10,2000,Whole Year 
Puducherry,227,2000,Kharif     
Puducherry,1175,2000,Kharif     
Puducherry,6,2000,Kharif     
Puducherry,2480,2000,Kharif     
Puducherry,2480,2000,Rabi       
Puducherry,13,2000,Whole Year 
Puducherry,64,2000,Rabi       
Puducherry,125,2000,Kharif     
Puducherry,63,2000,Rabi       
Puducherry,42779,2000,Kharif     
Puducherry,2464,2000,Whole Year 
Puducherry,342,2000,Whole Year 
Puducherry,3392,2000,Kharif     
Puducherry,3392,2000,Rabi       
West Bengal,7773,2000,Whole Year 
West Bengal,8868,2000,Kharif     
West Bengal,313,2000,Kharif     
West Bengal,3471,2000,Rabi       
West Bengal,100,2000,Kharif     
West Bengal,24511,2000,Whole Year 
West Bengal,1188,2000,Kharif     
West Bengal,61498,2000,Whole Year 
West Bengal,9328,2000,Kharif     
West Bengal,54685,2000,Rabi       
West Bengal,2020,2000,Kharif     
West Bengal,8513,2000,Rabi       
West Bengal,25741,2000,Summer     
West Bengal,4311,2000,Rabi       
West Bengal,1016,2000,Kharif     
West Bengal,612994,2000,Kharif     
West Bengal,40018,2000,Rabi       
West Bengal,11869,2000,Rabi       
West Bengal,35267,2000,Kharif     
West Bengal,75994,2000,Rabi       
West Bengal,10891,2000,Kharif     
West Bengal,635,2000,Kharif     
West Bengal,2410,2000,Rabi       
West Bengal,8197,2000,Summer     
West Bengal,6874,2000,Kharif     
West Bengal,825,2000,Kharif     
West Bengal,7338,2000,Rabi       
West Bengal,299664,2000,Whole Year 
West Bengal,12651,2000,Kharif     
West Bengal,435998,2000,Rabi       
West Bengal,393944,2000,Autumn     
West Bengal,1401841,2000,Summer     
West Bengal,3639538,2000,Winter     
West Bengal,29,2000,Rabi       
West Bengal,1519,2000,Whole Year 
West Bengal,107161,2000,Whole Year 
West Bengal,3061,2000,Kharif     
West Bengal,1285,2000,Rabi       
West Bengal,538,2000,Kharif     
West Bengal,21609,2000,Whole Year 
West Bengal,246,2000,Kharif     
West Bengal,10456,2000,Whole Year 
West Bengal,13885,2000,Whole Year 
West Bengal,56233,2000,Kharif     
West Bengal,13860,2000,Rabi       
West Bengal,426000,2000,Rabi       
Andhra Pradesh,268,2001,Whole Year 
Andhra Pradesh,414401,2001,Kharif     
Andhra Pradesh,5439,2001,Rabi       
Andhra Pradesh,81851,2001,Kharif     
Andhra Pradesh,9684,2001,Rabi       
Andhra Pradesh,50507,2001,Whole Year 
Andhra Pradesh,147370,2001,Whole Year 
Andhra Pradesh,283585,2001,Kharif     
Andhra Pradesh,104244,2001,Whole Year 
Andhra Pradesh,57913,2001,Whole Year 
Andhra Pradesh,1107852,2001,Kharif     
Andhra Pradesh,170661,2001,Kharif     
Andhra Pradesh,54167,2001,Rabi       
Andhra Pradesh,2547,2001,Whole Year 
